"No.","Time","Source","Destination","Protocol","Length","Info"
"1327","38.060434","35.186.224.25","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  53700 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"1328","38.060434","172.217.16.131","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  38230 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"1329","38.060434","172.217.18.99","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  35990 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"1330","38.060434","34.120.195.249","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  53652 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"1331","38.060434","34.107.148.139","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  54922 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"1334","38.084329","10.0.2.15","149.154.167.99","TCP","54","34430  >  443 [ACK] Seq=1386 Ack=6309 Win=62780 Len=0"
"1337","38.089154","149.154.167.99","10.0.2.15","TCP","60","443  >  34430 [ACK] Seq=6551 Ack=1478 Win=65535 Len=0"
"1339","38.092989","149.154.167.99","10.0.2.15","TCP","60","443  >  34430 [ACK] Seq=6551 Ack=1661 Win=65535 Len=0"
"1342","38.161241","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=8918 Ack=12782 Win=65535 Len=0"
"1345","38.169253","149.154.167.99","10.0.2.15","TCP","60","443  >  34430 [ACK] Seq=6680 Ack=1908 Win=65535 Len=0"
"1347","38.250656","149.154.167.99","10.0.2.15","TCP","1294","443  >  34430 [PSH, ACK] Seq=6875 Ack=1908 Win=65535 Len=1240 [TCP segment of a reassembled PDU]"
"1348","38.250778","10.0.2.15","149.154.167.99","TCP","54","34430  >  443 [ACK] Seq=1908 Ack=8115 Win=62780 Len=0"
"1349","38.251035","149.154.167.99","10.0.2.15","TCP","2534","443  >  34430 [PSH, ACK] Seq=8115 Ack=1908 Win=65535 Len=2480 [TCP segment of a reassembled PDU]"
"1350","38.251070","10.0.2.15","149.154.167.99","TCP","54","34430  >  443 [ACK] Seq=1908 Ack=10595 Win=62780 Len=0"
"1351","38.251787","149.154.167.99","10.0.2.15","TCP","2534","443  >  34430 [PSH, ACK] Seq=10595 Ack=1908 Win=65535 Len=2480 [TCP segment of a reassembled PDU]"
"1352","38.251814","10.0.2.15","149.154.167.99","TCP","54","34430  >  443 [ACK] Seq=1908 Ack=13075 Win=62780 Len=0"
"1353","38.252212","149.154.167.99","10.0.2.15","TCP","2534","443  >  34430 [PSH, ACK] Seq=13075 Ack=1908 Win=65535 Len=2480 [TCP segment of a reassembled PDU]"
"1354","38.252218","10.0.2.15","149.154.167.99","TCP","54","34430  >  443 [ACK] Seq=1908 Ack=15555 Win=62780 Len=0"
"1355","38.253033","149.154.167.99","10.0.2.15","TCP","2534","443  >  34430 [PSH, ACK] Seq=15555 Ack=1908 Win=65535 Len=2480 [TCP segment of a reassembled PDU]"
"1356","38.253043","10.0.2.15","149.154.167.99","TCP","54","34430  >  443 [ACK] Seq=1908 Ack=18035 Win=62780 Len=0"
"1357","38.253639","149.154.167.99","10.0.2.15","TCP","5014","443  >  34430 [PSH, ACK] Seq=18035 Ack=1908 Win=65535 Len=4960 [TCP segment of a reassembled PDU]"
"1358","38.253677","10.0.2.15","149.154.167.99","TCP","54","34430  >  443 [ACK] Seq=1908 Ack=22995 Win=62780 Len=0"
"1360","38.254277","10.0.2.15","149.154.167.99","TCP","54","34430  >  443 [ACK] Seq=1908 Ack=25303 Win=62780 Len=0"
"1362","38.424045","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=12782 Ack=9133 Win=65535 Len=0"
"1364","38.628043","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=9133 Ack=12927 Win=65535 Len=0"
"1366","39.126009","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=9133 Ack=13250 Win=65535 Len=0"
"1369","39.549988","34.117.65.55","10.0.2.15","TCP","60","443  >  55680 [ACK] Seq=9209 Ack=3441 Win=65535 Len=0"
"1377","39.890748","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=13250 Ack=9332 Win=65535 Len=0"
"1379","39.991398","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=9332 Ack=13363 Win=65535 Len=0"
"1381","39.994823","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=13363 Ack=9531 Win=65535 Len=0"
"1383","40.132811","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=9531 Ack=13798 Win=65535 Len=0"
"1387","40.396676","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=13798 Ack=9730 Win=65535 Len=0"
"1389","40.569064","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=9730 Ack=13943 Win=65535 Len=0"
"1391","40.664190","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=9730 Ack=14298 Win=65535 Len=0"
"1394","40.924091","34.117.65.55","10.0.2.15","TCP","60","443  >  55680 [ACK] Seq=10126 Ack=3785 Win=65535 Len=0"
"1396","41.128760","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=14298 Ack=9913 Win=65535 Len=0"
"1398","41.200739","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=9913 Ack=14411 Win=65535 Len=0"
"1400","41.342590","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=14411 Ack=10320 Win=65535 Len=0"
"1402","41.453725","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=14411 Ack=10453 Win=65535 Len=0"
"1404","41.507354","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=10453 Ack=14590 Win=65535 Len=0"
"1406","41.554574","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=10453 Ack=14703 Win=65535 Len=0"
"1408","41.557957","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=14703 Ack=10668 Win=65535 Len=0"
"1410","41.688056","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=10668 Ack=15122 Win=65535 Len=0"
"1412","41.984922","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=15122 Ack=10867 Win=65535 Len=0"
"1414","42.075362","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=10867 Ack=15267 Win=65535 Len=0"
"1415","42.152038","10.0.2.15","35.186.224.18","TCP","54","52756  >  443 [ACK] Seq=1 Ack=1 Win=63989 Len=0"
"1416","42.152065","10.0.2.15","185.184.8.90","TCP","54","57358  >  443 [ACK] Seq=1 Ack=1 Win=62780 Len=0"
"1417","42.152070","10.0.2.15","35.244.159.8","TCP","54","43642  >  443 [ACK] Seq=1 Ack=1 Win=62780 Len=0"
"1418","42.152074","10.0.2.15","35.186.193.173","TCP","54","48772  >  443 [ACK] Seq=1 Ack=1 Win=63540 Len=0"
"1419","42.152080","10.0.2.15","34.111.113.62","TCP","54","33240  >  443 [ACK] Seq=1 Ack=1 Win=62780 Len=0"
"1420","42.152085","10.0.2.15","35.190.60.146","TCP","54","44564  >  443 [ACK] Seq=1 Ack=1 Win=62780 Len=0"
"1421","42.152445","35.186.224.18","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  52756 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"1422","42.152446","185.184.8.90","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  57358 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"1423","42.152446","35.244.159.8","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  43642 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"1424","42.152446","35.186.193.173","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  48772 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"1425","42.152446","34.111.113.62","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  33240 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"1426","42.152446","35.190.60.146","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  44564 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"1428","42.553388","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=10867 Ack=15590 Win=65535 Len=0"
"1433","42.845617","34.117.65.55","10.0.2.15","TCP","60","443  >  55680 [ACK] Seq=11095 Ack=4129 Win=65535 Len=0"
"1435","43.333270","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=15590 Ack=11066 Win=65535 Len=0"
"1437","43.555859","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=11066 Ack=15703 Win=65535 Len=0"
"1439","43.559993","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=15703 Ack=11265 Win=65535 Len=0"
"1441","43.701215","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=11265 Ack=16122 Win=65535 Len=0"
"1443","43.734260","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=11265 Ack=16557 Win=65535 Len=0"
"1445","43.835548","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=16557 Ack=11480 Win=65535 Len=0"
"1447","43.921586","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=11480 Ack=16702 Win=65535 Len=0"
"1450","43.960802","34.117.65.55","10.0.2.15","TCP","60","443  >  55680 [ACK] Seq=12020 Ack=4473 Win=65535 Len=0"
"1452","44.217374","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=16702 Ack=11663 Win=65535 Len=0"
"1454","44.280400","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=11663 Ack=16815 Win=65535 Len=0"
"1456","44.433797","213.57.24.219","10.0.2.15","TCP","60","443  >  60202 [ACK] Seq=665531 Ack=4700 Win=65535 Len=0"
"1459","44.447871","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=666112 Ack=4700 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1460","44.447884","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=667572 Win=65535 Len=0"
"1461","44.448233","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=16815 Ack=11862 Win=65535 Len=0"
"1462","44.448487","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=667572 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1463","44.448692","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=670492 Ack=4700 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1464","44.448946","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=671952 Win=65535 Len=0"
"1465","44.450908","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=671952 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1466","44.451014","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=674872 Win=65535 Len=0"
"1467","44.451788","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [ACK] Seq=674872 Ack=4700 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1468","44.452047","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=676332 Ack=4700 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1469","44.452057","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=677792 Win=65535 Len=0"
"1470","44.452047","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=677792 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1471","44.452585","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=680712 Win=65535 Len=0"
"1472","44.452825","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=680712 Ack=4700 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1474","44.453079","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=685092 Win=65535 Len=0"
"1475","44.453437","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=685092 Ack=4700 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1476","44.454678","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=686552 Ack=4700 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1477","44.454701","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=688012 Win=65535 Len=0"
"1478","44.454887","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=688012 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1479","44.454908","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=690932 Win=65535 Len=0"
"1480","44.455494","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=690932 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1481","44.455520","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=693852 Win=65535 Len=0"
"1482","44.455855","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=693852 Ack=4700 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1483","44.457355","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=695312 Ack=4700 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1484","44.457441","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=696772 Win=65535 Len=0"
"1486","44.458485","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=704072 Win=65535 Len=0"
"1487","44.459387","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=704072 Ack=4700 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1488","44.459753","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=705532 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1489","44.459784","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=708452 Win=65535 Len=0"
"1490","44.460209","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=708452 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1491","44.460245","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=711372 Win=65535 Len=0"
"1492","44.460523","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=711372 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1493","44.460562","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=714292 Win=65535 Len=0"
"1494","44.460899","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=714292 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1495","44.460924","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=717212 Win=65535 Len=0"
"1496","44.461226","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=717212 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1497","44.461261","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=720132 Win=65535 Len=0"
"1499","44.461587","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=723052 Win=65535 Len=0"
"1500","44.461917","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=723052 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1501","44.461942","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=725972 Win=65535 Len=0"
"1502","44.462401","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=725972 Ack=4700 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1503","44.463941","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=727432 Ack=4700 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1504","44.463959","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=728892 Win=65535 Len=0"
"1505","44.464176","213.57.24.219","10.0.2.15","TCP","4434","443  >  60202 [PSH, ACK] Seq=728892 Ack=4700 Win=65535 Len=4380 [TCP segment of a reassembled PDU]"
"1506","44.464276","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=733272 Win=65535 Len=0"
"1507","44.464662","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=733272 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1508","44.464734","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=736192 Win=65535 Len=0"
"1510","44.464966","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=739112 Win=65535 Len=0"
"1511","44.465257","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=739112 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1512","44.465391","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=742032 Win=65535 Len=0"
"1514","44.465815","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=744952 Win=65535 Len=0"
"1515","44.466053","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=744952 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1516","44.466104","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=747872 Win=65535 Len=0"
"1517","44.466520","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=747872 Ack=4700 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1518","44.467360","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=749332 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1519","44.467449","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=752252 Win=65535 Len=0"
"1520","44.474623","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=752252 Ack=4700 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1522","44.475208","213.57.24.219","10.0.2.15","TCP","10274","443  >  60202 [ACK] Seq=761012 Ack=4700 Win=65535 Len=10220 [TCP segment of a reassembled PDU]"
"1523","44.475208","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=761012 Win=65535 Len=0"
"1524","44.475253","213.57.24.219","10.0.2.15","TCP","5894","443  >  60202 [ACK] Seq=771232 Ack=4700 Win=65535 Len=5840 [TCP segment of a reassembled PDU]"
"1525","44.475274","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=777072 Win=65535 Len=0"
"1527","44.475356","213.57.24.219","10.0.2.15","TCP","5894","443  >  60202 [PSH, ACK] Seq=798972 Ack=4700 Win=65535 Len=5840 [TCP segment of a reassembled PDU]"
"1528","44.476015","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=804812 Win=65535 Len=0"
"1529","44.479864","213.57.24.219","10.0.2.15","TCP","4434","443  >  60202 [PSH, ACK] Seq=804812 Ack=4700 Win=65535 Len=4380 [TCP segment of a reassembled PDU]"
"1530","44.479912","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=809192 Win=65535 Len=0"
"1532","44.480460","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=816492 Win=65535 Len=0"
"1533","44.480487","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=816492 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1534","44.480534","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=819412 Win=65535 Len=0"
"1535","44.480811","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=819412 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1536","44.481023","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=822332 Win=65535 Len=0"
"1537","44.481168","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=822332 Ack=4700 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1538","44.482730","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=823792 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1539","44.482780","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=826712 Win=65535 Len=0"
"1540","44.482836","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=826712 Ack=4700 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"1541","44.482880","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=829632 Win=65535 Len=0"
"1543","44.483820","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=4700 Ack=831956 Win=65535 Len=0"
"1546","44.551085","34.117.65.55","10.0.2.15","TCP","60","443  >  55680 [ACK] Seq=12044 Ack=4501 Win=65535 Len=0"
"1548","44.588190","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=11862 Ack=16928 Win=65535 Len=0"
"1550","44.592391","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=16928 Ack=12061 Win=65535 Len=0"
"1552","44.732782","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=12061 Ack=17363 Win=65535 Len=0"
"1554","44.973137","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=17363 Ack=12260 Win=65535 Len=0"
"1556","45.061724","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=12260 Ack=17508 Win=65535 Len=0"
"1560","45.877283","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=12260 Ack=17847 Win=65535 Len=0"
"1563","46.167712","34.117.65.55","10.0.2.15","TCP","60","443  >  55680 [ACK] Seq=13053 Ack=4845 Win=65535 Len=0"
"1565","46.631447","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=17847 Ack=12459 Win=65535 Len=0"
"1567","46.732344","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=12459 Ack=17960 Win=65535 Len=0"
"1569","46.735660","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=17960 Ack=12658 Win=65535 Len=0"
"1571","46.864556","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=12658 Ack=18395 Win=65535 Len=0"
"1573","47.142574","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=18395 Ack=12857 Win=65535 Len=0"
"1575","47.260115","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=12857 Ack=18540 Win=65535 Len=0"
"1577","47.298447","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=18540 Ack=13040 Win=65535 Len=0"
"1580","47.433120","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=13040 Ack=19008 Win=65535 Len=0"
"1584","48.218430","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=19008 Ack=13239 Win=65535 Len=0"
"1587","48.230866","34.117.65.55","10.0.2.15","TCP","60","443  >  55680 [ACK] Seq=13978 Ack=5189 Win=65535 Len=0"
"1588","48.296059","10.0.2.15","35.208.249.213","TCP","54","[TCP Dup ACK 266#1] 43198  >  443 [ACK] Seq=1 Ack=1 Win=62780 Len=0"
"1589","48.296539","35.208.249.213","10.0.2.15","TCP","60","[TCP Dup ACK 267#1] [TCP ACKed unseen segment] 443  >  43198 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"1592","48.348234","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=19121 Ack=13438 Win=65535 Len=0"
"1594","48.472679","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=13438 Ack=19540 Win=65535 Len=0"
"1596","48.729672","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=19540 Ack=13637 Win=65535 Len=0"
"1598","48.816518","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=13637 Ack=19685 Win=65535 Len=0"
"1612","49.677073","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=13637 Ack=20024 Win=65535 Len=0"
"1615","49.988895","34.117.65.55","10.0.2.15","TCP","60","443  >  55680 [ACK] Seq=14989 Ack=5533 Win=65535 Len=0"
"1618","50.344786","10.0.2.15","35.186.253.211","TCP","54","[TCP Dup ACK 476#1] 39300  >  443 [ACK] Seq=1 Ack=1 Win=63540 Len=0"
"1619","50.345406","35.186.253.211","10.0.2.15","TCP","60","[TCP Dup ACK 477#1] [TCP ACKed unseen segment] 443  >  39300 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"1621","50.426113","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=20024 Ack=13820 Win=65535 Len=0"
"1623","50.436213","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=20024 Ack=13953 Win=65535 Len=0"
"1625","50.497207","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=13953 Ack=20137 Win=65535 Len=0"
"1627","50.536670","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=13953 Ack=20250 Win=65535 Len=0"
"1629","50.540413","149.154.167.99","10.0.2.15","TCP","60","443  >  34208 [ACK] Seq=20250 Ack=14168 Win=65535 Len=0"
"1631","50.577532","172.67.188.164","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  41034 [FIN, ACK] Seq=40 Ack=2 Win=65535 Len=0"
"1632","50.577777","10.0.2.15","172.67.188.164","TCP","54","[TCP Previous segment not captured] 41034  >  443 [FIN, ACK] Seq=2 Ack=41 Win=65535 Len=0"
"1633","50.578193","172.67.188.164","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  41034 [ACK] Seq=41 Ack=3 Win=65535 Len=0"
"1635","50.677466","10.0.2.15","149.154.167.99","TCP","54","34208  >  443 [ACK] Seq=14168 Ack=20685 Win=65535 Len=0"
